GeneID	Type	Chromosome	Start	End
nonCoding86314,nonCoding86315	Noncoding	chrX	1892262	1948548
nonCoding86317	Noncoding	chrX	2011776	2021776
nonCoding86330	Noncoding	chrX	2894766	2904766
nonCoding86334	Noncoding	chrX	3061487	3071487
nonCoding86358	Noncoding	chrX	3675461	3685461
nonCoding86441	Noncoding	chrX	5279673	5289673
nonCoding86443	Noncoding	chrX	5331684	5341684
nonCoding86465	Noncoding	chrX	5671166	5681166
nonCoding86543	Noncoding	chrX	7511403	7521403
nonCoding86605	Noncoding	chrX	8480808	8490808
FAM9B	Gene	chrX	8991353	9001353
nonCoding86651	Noncoding	chrX	10307232	10317232
MID1	Gene	chrX	10473327	10483327
HCCS	Gene	chrX	11126737	11136737
nonCoding86745	Noncoding	chrX	13359732	13369732
TMEM27	Gene	chrX	15653089	15663089
RAI2	Gene	chrX	17815158	17825158
CDKL5	Gene	chrX	18445493	18455493
PHKA2	Gene	chrX	18920020	18930020
ADGRG2	Gene	chrX	19022830	19032830
SH3KBP1	Gene	chrX	19738006	19763945
nonCoding87056	Noncoding	chrX	22875014	22895014
nonCoding87100	Noncoding	chrX	23601054	23611054
nonCoding87154	Noncoding	chrX	25388724	25398724
nonCoding87265	Noncoding	chrX	26999242	27009242
nonCoding87270	Noncoding	chrX	27072544	27082544
IL1RAPL1	Gene	chrX	29855477	29875477
MAGEB4,MAGEB3,MAGEB1	Gene	chrX	30251730	30261730
nonCoding87539	Noncoding	chrX	35537762	35547762
nonCoding87542	Noncoding	chrX	35569092	35579092
XK,AF241726.2	Gene	chrX	37576773	37586773
AF241726.2	Gene	chrX	37716826	37726826
AF241726.2	Gene	chrX	37736504	37746504
AF241726.2	Gene	chrX	38396845	38416845
CASK	Gene	chrX	41459761	41469761
nonCoding88023	Noncoding	chrX	45986568	45996568
nonCoding88030	Noncoding	chrX	46058210	46068210
nonCoding88032	Noncoding	chrX	46107589	46117589
nonCoding88177	Noncoding	chrX	51691367	51701367
nonCoding88182	Noncoding	chrX	51820161	51830161
nonCoding88196	Noncoding	chrX	52631539	52641539
HUWE1	Gene	chrX	53693484	53703484
nonCoding88349	Noncoding	chrX	57860531	57870531
nonCoding88362	Noncoding	chrX	58054999	58064999
nonCoding88372,nonCoding88373	Noncoding	chrX	58172172	58192172
nonCoding88374	Noncoding	chrX	58197465	58207465
nonCoding88388	Noncoding	chrX	58353349	58363349
nonCoding88391	Noncoding	chrX	58383349	58393349
nonCoding88426	Noncoding	chrX	62066592	62076592
nonCoding88428	Noncoding	chrX	62101936	62111936
nonCoding88432,nonCoding88433,nonCoding88430,nonCoding88431	Noncoding	chrX	62128540	62216637
nonCoding88439	Noncoding	chrX	62254718	62279074
nonCoding88459	Noncoding	chrX	62761808	62771808
nonCoding88478	Noncoding	chrX	63278479	63288479
MTMR8	Gene	chrX	63539692	63549692
nonCoding88497	Noncoding	chrX	63766545	63776545
nonCoding88519	Noncoding	chrX	64121447	64131447
nonCoding88542	Noncoding	chrX	64789966	64799966
nonCoding88576	Noncoding	chrX	65710851	65720851
nonCoding88604	Noncoding	chrX	66215048	66235048
nonCoding88606	Noncoding	chrX	66245048	66255048
nonCoding88614	Noncoding	chrX	66392437	66402437
nonCoding88624	Noncoding	chrX	66565856	66612402
nonCoding88633	Noncoding	chrX	66720053	66730053
HDAC8	Gene	chrX	71780301	71790301
nonCoding88782	Noncoding	chrX	72985720	72995720
nonCoding88788	Noncoding	chrX	73054700	73064700
SLC16A2	Gene	chrX	73705050	73736937
NEXMIF	Gene	chrX	74107728	74137728
nonCoding88886	Noncoding	chrX	75669058	75679058
nonCoding88956	Noncoding	chrX	77595816	77605816
nonCoding89023	Noncoding	chrX	78738174	78748174
nonCoding89054	Noncoding	chrX	79198224	79239894
nonCoding89109	Noncoding	chrX	80615769	80625769
nonCoding89165	Noncoding	chrX	81429585	81467892
nonCoding89333	Noncoding	chrX	84637911	84692288
nonCoding89385	Noncoding	chrX	86438663	86448663
KLHL4	Gene	chrX	86788496	86821391
nonCoding89450	Noncoding	chrX	87743313	87753313
nonCoding89496	Noncoding	chrX	88987107	88997107
nonCoding89512	Noncoding	chrX	90574228	90601945
nonCoding89528	Noncoding	chrX	92418972	92428972
nonCoding89621	Noncoding	chrX	93738248	93748248
nonCoding89668	Noncoding	chrX	94518868	94528868
nonCoding89768	Noncoding	chrX	96976366	96986366
nonCoding89850	Noncoding	chrX	98153960	98163960
nonCoding89881	Noncoding	chrX	98593860	98603860
nonCoding89924	Noncoding	chrX	99198964	99208964
TMSB15B	Gene	chrX	103173199	103183199
IL1RAPL2	Gene	chrX	104475229	104485229
nonCoding90095	Noncoding	chrX	105637759	105647759
nonCoding90135	Noncoding	chrX	107194577	107204577
COL4A5	Gene	chrX	107747027	107757027
nonCoding90195	Noncoding	chrX	109035507	109045507
nonCoding90203	Noncoding	chrX	109166996	109176996
nonCoding90221,nonCoding90220	Noncoding	chrX	109834429	109943518
nonCoding90226	Noncoding	chrX	110111044	110121044
nonCoding90228	Noncoding	chrX	110135000	110145000
PAK3	Gene	chrX	110272362	110282362
PAK3	Gene	chrX	110292362	110312362
PAK3	Gene	chrX	110350634	110370634
PAK3	Gene	chrX	110390634	110414893
TRPC5	Gene	chrX	111236306	111256306
nonCoding90249	Noncoding	chrX	111342264	111372264
nonCoding90320	Noncoding	chrX	112637567	112647567
HTR2C	Gene	chrX	113941072	113970783
nonCoding90396	Noncoding	chrX	114212305	114222305
LRCH2,RBMXL3	Gene	chrX	114422377	114432377
nonCoding90415	Noncoding	chrX	114659152	114669152
nonCoding90418	Noncoding	chrX	114682044	114710259
nonCoding90458	Noncoding	chrX	115455084	115465084
nonCoding90626	Noncoding	chrX	119818811	119828811
nonCoding90652	Noncoding	chrX	120308306	120318306
nonCoding90664	Noncoding	chrX	120479488	120489488
nonCoding90666	Noncoding	chrX	120507266	120517266
nonCoding90723	Noncoding	chrX	121365620	121375620
STAG2	Gene	chrX	123326172	123336172
TENM1	Gene	chrX	123969206	123979206
nonCoding90817	Noncoding	chrX	124348620	124358620
nonCoding90867	Noncoding	chrX	125122727	125132727
nonCoding90939	Noncoding	chrX	126418738	126428738
nonCoding90972	Noncoding	chrX	126977730	126987730
nonCoding91050	Noncoding	chrX	128150924	128160924
GPC3	Gene	chrX	133049103	133059103
SLC9A6	Gene	chrX	135086273	135096273
FGF13	Gene	chrX	137893498	137903498
nonCoding91479	Noncoding	chrX	140344059	140354059
nonCoding91581	Noncoding	chrX	142403291	142413291
nonCoding91631	Noncoding	chrX	143311395	143321395
nonCoding91634	Noncoding	chrX	143369414	143379414
nonCoding91649	Noncoding	chrX	143676628	143686628
nonCoding91676	Noncoding	chrX	144071907	144081907
nonCoding91690	Noncoding	chrX	144243820	144253820
nonCoding91697	Noncoding	chrX	144375502	144395502
nonCoding91755	Noncoding	chrX	145260282	145270282
nonCoding91885	Noncoding	chrX	147331977	147341977
AFF2	Gene	chrX	147796216	147806216
AFF2	Gene	chrX	148031108	148041108
nonCoding92026	Noncoding	chrX	151099177	151109177
